doc_id,entity_text,label,context,start_char,end_char
9,0.85 W/kg,CORE_LOSS,"The losses achieved using this method were 0.85 W/kg when exposed to a magnetic ﬂux density of 1.7 T, with a sheet thickness of 0.23 mm.",67234,67243
18,W15/50,CORE_LOSS,"~ 7 <, ~p It) Mn ~ 6.5 :~ CIl CIl .2 .. ~ 6 0 5.5 Core loss W15/50 ~. ... . .",16543,16549
22,W1/10k,CORE_LOSS,0 2 4 6 8 10 12 Hysteresis loss Eddy current loss Iron loss (W/kg) W1/10k W0.5/20k 6.5%Si steel Gradient Si steel 6.5%Si steel Gradient Si steel Fig.,18162,18168
9,0.4 W/kg,CORE_LOSS,"Starting from an initial value of 15 W/kg at 1.5 T under 50 Hz of AC magnetization, core loss has been signiﬁcantly reduced and is now very close to the theoretical value of 0.4 W/kg [56].",34415,34423
21,0.22 W/kg,CORE_LOSS,"0.15 mm thick can be produced with losses as low as 0.22 W/kg, at 1.5 T, 60 Hz, after domain refinement [43].",36726,36735
15,3.2 W/kg,CORE_LOSS,"P15/50 and P10/400 were reduced to 2.6 W/kg and 16.337 W/kg, respectively, from 3.2 W/kg and 17.695 W/kg, or 17.7% and 7.6%, respectively.",49850,49858
10,W10/400,CORE_LOSS,"Although the iron loss at high frequency (W10/400) (iron loss under excitation of 1.0 T and 400 Hz) is inferior to that of general- purpose steel materials, the tensile strength is 1.5 times that of gen­ eral-purpose steel materials.",6816,6823
21,0.89 W/kg,CORE_LOSS,"A typical specification is, for example, 89-27-N5, which indicates a 0.27 mm thick (27) grain-oriented steel (N) whose guaranteed loss at 50 Hz (5), 1.5 T is 0.89 W/kg (89).",33685,33694
9,0.586 W/kg,CORE_LOSS,"For example, a 1 µm thick titanium carbide (TiC) coating deposited via chemical vapor deposition on 0.23 mm thick GOES effectively reduced losses to 0.586 W/kg [105].",71629,71639
21,2 W/kg,CORE_LOSS,"Losses as low as 2 W/kg, at 1.5 T, 50 Hz, in 0.35 mm thick material, is already being demanded [62].",58728,58734
9,3.5 W/kg,CORE_LOSS,"Alloys with aluminium concentrations higher than 1% showed the best magnetic properties, with a core loss of about 3.5 W/kg (at 1.5 Tesla and 60 Hz) and permeability close to 4000 g/Oe (at 1.5 Tesla and 60 Hz)",51117,51125
21,0.37 W/kg,CORE_LOSS,"The process is uneconomically slow at present and a long way from commercialisation, but the losses of 0.08 mm thick strip of 0.19 W/kg, at 1.3 T 50 Hz, and 0.37 W/kg, at 1.7 T, 50 Hz, potentially compete with the best amorp- hous material and silicon iron, respectively.",62820,62829
21,1.5 W/kg,CORE_LOSS,"It was 0.32 mm thick, with a loss around 1.5 W/kg, at 1.5 T, 50 Hz.",21837,21845
22,W10/400,CORE_LOSS,"W10/50 W10/400 W1/10k 6.5% Si steel 0.10 1.80 0.51 5.7 8.3 23,000 0.1 Grain-oriented electrical steel sheet Si 3 wt% 0.10 2.00 0.72 7.2 18.0 24,000 0.8 0.23 2.00 0.29 7.8 30.0 92,000 Non-oriented electrical steel sheet Si 3 wt% 0.20 2.00 0.74 10.4 24.0 15,000 7.8 0.35 2.00 0.70 14.4 33.0 18,000 Fe-based amorphous 0.025 1.50 0.11 1.5 3.0 300,000 27 EPS type: column Motor type: brush DC 50A1000 50A700 50JNE300 0.0 0.2 0.4 0.6 1.0 0.8 1.2 Friction torque (50A1000=1)",13626,13633
21,0.56 W/kg,CORE_LOSS,"At 1.7T SOHz, its loss was reported to be 0.56 W/kg, as good as the best laboratory- processed grain-oriented material.",54369,54378
22,W2/5k,CORE_LOSS,5 10 15 20 25 W10/400 6.5%Si steel Gradient Si steel Iron loss (W/kg) Thickness:0.10mm W0.5/20k W1/10k W2/5k W5/2k Fig.,18027,18032
15,2.69 W/kg,CORE_LOSS,"The results showed that the minimum iron loss was P15/50 = 2.69 W/kg and the highest magnetic induction was B50 = 1.719T. Because there is more residual stress relaxation at higher temperatures, annealing can reduce hysteresis losses more successfully, which helps to simultaneously improve permeability and core losses.",61078,61087
13,1.2 W/kg,CORE_LOSS,"As a result, the core loss was reduced to 1.2 W/kg at 1.5 T and 60 Hz.",119594,119602
18,W10/400,CORE_LOSS,"--'-__--' -'-_-' 10 Iron Loss, W10/400 (W/kg) Figure 1.",4585,4592
21,0.15 W/kg,CORE_LOSS,"It has been claimed that the limit in 0.3 mm thick strip is around 0.62 W/kg, at 50 Hz, 1.7 T, made up of an hysteresis component of 0.15 W/kg and an eddy- current component of 0.47 W/kg",35240,35249
13,6.5% Si,SI_CONTENT,"Although most GOES sheets are used at the power fre- quency of 50/60 Hz, there is a niche market for high frequency applications where ultra-thin (0.2–0.05 mm) or ultra high silicon (6.5% Si) GOES sheets have appar- ent advantages, i.e., much lower core losses than the conventional GOES sheets, zero magnetostriction, etc.",66511,66518
13,2.8% Si,SI_CONTENT,"Figure 17 compares the microstructures and textures of a 2.8% Si NOES after hot rolling and after hot band annealing.196 The layered, heter- ogenous microstructure after hot rolling (Figure 17(a)) is replaced by a more homogenous, equiaxed structure after hot band annealing (Figure 17(b)).",97052,97059
13,2.0% Si,SI_CONTENT,"Da Costa Paolinelli et al.199 investigated the effect of hot rolling ﬁnishing temperature (920–1120°C) on the grain size, texture, and magnetic properties of a 2.0% Si NOES after ﬁnal annealing.",92950,92957
13,4.5 wt% silicon,SI_CONTENT,"Muller M, Bailly D and Hirt G. Microstructure evolution and magnetic properties of a 4.5 wt% silicon steel produced by twin-roll casting.",146819,146834
13,2.8% Si,SI_CONTENT,"Microtextures of cold-rolled NOES: (a) inverse pole ﬁgure map of a 0.88% Si NOES,217 (b) inverse pole ﬁgure map of a 2.8% Si NOES,204 (c) texture of the 0.88% Si NOES, (d) texture of the 2.8% Si NOES.",109172,109179
13,6.5 wt% Si,SI_CONTENT,"Effect of Cu addition on microstructure, texture and magnetic properties of 6.5 wt% Si electrical steel.",166102,166112
13,2.1% Si,SI_CONTENT,Sha et al.225 studied the effect of asymmetric cold rolling on the ﬁnal recrystallisation texture and magnetic properties of a 2.1% Si NOES.,109481,109488
22,6.5% Si,SI_CONTENT,"To solve this problem, JFE Steel has successfully developed a chemical vapor deposition (CVD) process to manufacture thin sheets containing 6.5% Si",12171,12178
21,6% silicon,SI_CONTENT,"Paper DP-05, Intermg Con/., Brighton, UK 1990 60 NARITA, K., and YAMISHIRO, Y.: ‘Recent research on magnetic properties of rapidly quenched iron system alloy containing around 6% silicon’, IEEE Trans., 1980, MAG-16, pp.",75135,75145
2,0.50% Silicon,SI_CONTENT,"Manganese 1.35% 1.65% Silicon 0.15% 0.40% Magnesium alloy Aluminum 8.30% 9.70% Magnesium 88.60% 91.10% U.S. Department of Energy, Critical Materials Assessment 2023 215 Lightweighting Material Material Material Percentage Low Intensity Material Percentage High Intensity Manganese 0.15% 0.50% Silicon 0.05% 0.10% B1.5 Batteries in Electric Vehicles B1.5.1 Market Share Lithium-ion batteries are assumed to make up 100% of new EV and PHEV batteries over this period.",701474,701487
13,2.0% Si,SI_CONTENT,"The works of Hou et al.153 and Park et al.154 showed an increase of both electrical resistivity and core loss due to the grain reﬁnement induced by the addition of P. Tanaka and Yashiki155,156 reported that the addition of 0.1% P in a 2.0% Si electrical steel only slightly reduces the magnetic induction when the thickness of the steel is reduced, while for the steel with 0.01% P, the magnetic induction drops signiﬁcantly with the reduction of thickness.",75885,75892
15,0.57% silicon,SI_CONTENT,"One of the researches into annealing was to investigate the impact of annealing temperature and duration on the mechanical, magnetic, and microstructure characteristics of a low Silicon content, ultra-low Carbon content, and hot rolled steel with 0.05% Carbon, 0.57% silicon, and 0.21% aluminum.",34814,34827
13,4.2% Si,SI_CONTENT,Liu et al.208 studied the effect of hot band annealing on the texture of a 4.2% Si steel and it was shown that hot band annealing promoted the <100>//RD ﬁbre and supressed the γ-ﬁbre.,99911,99918
13,0.9 wt% silicon,SI_CONTENT,Texture evolution during skew cold rolling and annealing of a non-oriented electrical steel containing 0.9 wt% silicon.,172793,172808
13,6.5% Si,SI_CONTENT,Increasing the silicon content of relatively low silicon (< 3.2%) steel after it is cold rolled to produce 6.5% Si GOES using more cost effective and environment friendly methods (other than chemical vapour deposition) may also be a route to pursue.,66992,66999
13,3% silicon,SI_CONTENT,The effects of AlN on secondary recrystallization textures in cold rolled and annealed (001)[100] single crystals of 3% silicon iron.,148342,148352
9,3.2% silicon,SI_CONTENT,"Nevertheless, common commercial alloys usually contain up to 3.2% silicon to prevent brittleness during cold rolling.",8853,8865
15,2.97% silicon,SI_CONTENT,"Using an electron backscattered diffraction (EBSD) scanner and a scanning electron microscope, the effects of hot band annealing on the inclusions, texture, and magnetic properties of a 0.3 mm thick sheet of 2.97% silicon - 0.59% aluminum non-",13657,13670
9,3% silicon,SI_CONTENT,"These steels collectively boast an annual amount of production surpassing 12 million tons, with roughly 80% constituting non-oriented (NO) grades and the remaining 20% being grain-oriented (GO) steels containing 3% silicon.",10891,10901
21,6.5% silicon,SI_CONTENT,"Already textured alloys of 6.5% silicon, 2% nickel have been produced by combining rapid solidification with a powder technology route",64018,64030
13,2.0% Si,SI_CONTENT,Lee et al.215 investigated a 2.0% Si steel by producing hot bands with different grain sizes (150 and 500 μm) but almost the same texture (almost random).,102992,102999
13,3% silicon,SI_CONTENT,Iwayama K and Haratani T. The dissolution and precipitation behavior of ain and MnS in grain-oriented 3% silicon-steel with high permeability.,148636,148646
2,2.00% Silicon,SI_CONTENT,Lightweighting Material Material Material Percentage Low Intensity Material Percentage High Intensity Advanced High-Strength Steel Aluminum (AL) 0.50% 1.00% Carbon (C) 0.10% 0.30% Manganese (Mn) 1.00% 2.00% Silicon (Si) 0.50% 1.00% Aluminum cast Aluminum 90.10% 92.33% Magnesium (Mg) 0.20% 0.45% Manganese 0.18% 0.35% Silicon 6.50% 7.50% Titanium (Ti) 0.13% 0.25% Aluminum wrought Aluminum 95.00% 96.70% Magnesium 2.50% 3.40% Manganese 0.13% 0.31% Silicon 0.25% 0.46% High-Strength Steel,700900,700913
13,2.66% Si,SI_CONTENT,Schulte et al.152 examined the effect of up to 1.38% of Mn on 2.66% Si steel.,75339,75347
13,6.5% Si,SI_CONTENT,• 0.5% Cu increases plasticity and reduces core loss in 6.5% Si NOES.,86984,86991
15,40 MPa,MPA_VALUE,"It is crucial to emphasize that, even for misaligned grain that is, grains with an angle of up to 10∘between the rolling direction and the Goss texture a tensile stress of 40 MPa is sufficient to eradicate all lancet domains.",52350,52356
9,45 MPa,MPA_VALUE,"By chemically polishing GOES to a surface roughness of 0.05 µm and applying a tensile stress of 45 MPa, the authors observed an increase in the number of mobile domain walls, thereby reducing eddy current loss.",71948,71954
26,378 MPa,MPA_VALUE,"Stress was con- centrated on the bridge, and maximum value was 378 MPa for the conventional nonoriented electrical steel and 628 MPa for the high-strength nonoriented electrical steel.",16114,16121
26,628 MPa,MPA_VALUE,"Stress was con- centrated on the bridge, and maximum value was 378 MPa for the conventional nonoriented electrical steel and 628 MPa for the high-strength nonoriented electrical steel.",16176,16183
9,10 MPa,MPA_VALUE,"The application of tensile stress had different effects at different levels: below 10 MPa, it reduced domain size, while above 10 MPa, it improved the electrical steel’s performance through magnetization rotation in the rolling direction",72190,72196
9,10 MPa,MPA_VALUE,"The application of tensile stress had different effects at different levels: below 10 MPa, it reduced domain size, while above 10 MPa, it improved the electrical steel’s performance through magnetization rotation in the rolling direction",72146,72152
21,6 MPa,MPA_VALUE,"A 50% increase in loss, at a compressive stress of 6 MPa, is typical in single ribbons [56], and the sensitivity of the material to bending stress has been shown to be two to four times greater than that in high-permeability silicon iron",52330,52335
15,6 MPa,MPA_VALUE,It is crucial to stress that the stress pattern I is not generated and that this value cannot be regarded as HCr for compressive loads less than 6 MPa.,47030,47035
21,10 MPa,MPA_VALUE,"[33], tension of 10 MPa alone was found to produce up to 70% domain refinement, in some steels, and scratching could produce another 10% refinement on top of this [34].",29100,29106
15,6 MPa,MPA_VALUE,The domain structural pattern changes about 4-6 MPa to minimize the system’s overall energy.,46675,46680
21,1.2 MPa,MPA_VALUE,A stress of 1.2 MPa along the rolling direction was estimated.,26842,26849
9,1.5 T,FLUX_DENSITY,"An illustration of the changes in loss, permeability, and magnetostriction of a typical Grain-Oriented (GO) steel Epstein strip when magnetized along its longitudinal direction (RD) at 1.5 T and 50 Hz while simultaneously applying external stress along the same direction [27].",18970,18975
15,B8,FLUX_DENSITY,"Furthermore, for grades A and B, an indirect measure of intensity of Goss texture B8 is 1.78 Tesla and 1.88 Tesla, respectively.",32899,32901
9,B50,FLUX_DENSITY,"It was observed that a higher aluminium content in the steel led to lower magnetic ﬂux density (B50), while the B50/Bs ratio remained constant at about 0.84 for all aluminium fractions.",51330,51333
2,B8,FLUX_DENSITY,Electric Grid ............................................................................................................................... 228 B7.1 Material Intensity of Cu .................................................................................................. 228 B7.2 Material Intensity of ES .................................................................................................. 228 B8.,50411,50413
19,1.5 T,FLUX_DENSITY,"For the not fully recrystallized samples, the magnetic ﬁeld strength to reach 1.5 T at 50 Hz is very large.",24398,24403
19,1.0 T,FLUX_DENSITY,Iron loss at 1.0 T and 50 Hz as a function of grain size for all studied materials sorted by sheet thickness.,25216,25221
21,1.3 T,FLUX_DENSITY,"Hz, W/kg 0 64 Loss at 1.5 T 50 Hz, Wjkg 0.83 Specific apparent power at 1.3 T, VAjkg 0.69 Specific apparent power at 1.5 T, VAjkg 0.94 Coercive force, Ajm 6.4 Saturation induction, T 2.03 IEE PROCEEDINGS, Vol. 137, Pt.",50109,50114
21,1.5 T,FLUX_DENSITY,"It was 0.32 mm thick, with a loss around 1.5 W/kg, at 1.5 T, 50 Hz.",21850,21855
21,1.0 T,FLUX_DENSITY,"Silicon iron was first used in the UK in 1906, when its losses were 1-2 W/kg at 1.0 T, 50 Hz, but this was still a significant advance and it has been esti- mated [4] that, in the first 17 years of commercial pro- duction (since 1903 in the USA), silicon iron saved the electricity industry E230 x lo6 in reduced losses.",5571,5576
13,B50,FLUX_DENSITY,"The relatively large core loss at this temperature is mainly due to the small ﬁnal grain size (not optimal).17 Similarly, the magnetic ﬂux density at 5000 A/m (B50) does not match the texture, i.e., the maximum B50 is not at 800°C where the {100} is the stron- gest and the {111} is the weakest, but at 900°C (Figure 18(a)).",101089,101092
21,1.7T,FLUX_DENSITY,"At 1.7T SOHz, its loss was reported to be 0.56 W/kg, as good as the best laboratory- processed grain-oriented material.",54330,54334
21,1.3 T,FLUX_DENSITY,"The process is uneconomically slow at present and a long way from commercialisation, but the losses of 0.08 mm thick strip of 0.19 W/kg, at 1.3 T 50 Hz, and 0.37 W/kg, at 1.7 T, 50 Hz, potentially compete with the best amorp- hous material and silicon iron, respectively.",62803,62808
13,2.0 T,FLUX_DENSITY,"Future research and development With continued research and development in the past decades, the magnetic quality of GOES has been signiﬁ- cantly improved.27,124 However, since the 1970’s, the improvement of magnetic ﬂux density in GOES has been relatively small,125–129 as the magnetic induction (B8 = 2.0 T) is already very close to the saturation ﬂux density of 2.03 T (single {011}<100> crystal).130 While there is still some room to further reduce the core loss by reducing the sheet thickness and optimising the microstructure, the potential to improve the magnetic ﬂux density (B8) by texture optimisation is very limited as the deviation angle from the ideal Goss in high permeability GOES has already been reduced to about 3°, which is very close to the theoretical single crystal orientation.",65348,65353
9,1.5 T,FLUX_DENSITY,The addition of manganese resulted in a remarkable reduction of up to 8% in power loss at 1.5 T in non-oriented 2.4 wt% silicon iron.,59283,59288
21,1.7 T,FLUX_DENSITY,"It has been claimed that the limit in 0.3 mm thick strip is around 0.62 W/kg, at 50 Hz, 1.7 T, made up of an hysteresis component of 0.15 W/kg and an eddy- current component of 0.47 W/kg",35195,35200
15,B50,FLUX_DENSITY,"Three parameters were measured: iron loss P15/50 (1.5 Tesla and frequency of 50 Hz), magnetic induction B50 (about 5000A/m), and P10/400 (at 1.0 Tesla and 400 Hz).(14)",28904,28907
9,B50,FLUX_DENSITY,"It was observed that a higher aluminium content in the steel led to lower magnetic ﬂux density (B50), while the B50/Bs ratio remained constant at about 0.84 for all aluminium fractions.",51314,51317
9,1.5 T,FLUX_DENSITY,"In the case of non-oriented electrical steels, the total losses, at 1.5 T and 60 Hz, vary from 10 W/kg to 3 W/kg in the annealed condition, as indicated in steel manufacturers’ catalogs [29].",19524,19529
15,B50,FLUX_DENSITY,"Meanwhile, the annealed sheet’s texture and 𝜆-fiber inheritance were encouraged by this combined process, raising the magnetic induction intensity B50 to 1.606 T(15).",29720,29723
13,B50,FLUX_DENSITY,"The magnetic ﬂux density linearly decreases with A(⃗h)139,140: B50 = C1 −C2 A(⃗h) (8) where C1 and C2 are material constants depending on the alloying elements and grain size.",71120,71123
13,B50,FLUX_DENSITY,The improvement of the B50 due to a lower RSF is caused by the improvement of the texture.,106508,106511
19,1.0 T,FLUX_DENSITY,"Thin steel sheets are usually classiﬁed in the form of NO20-13, where 20 represents a 0.2 mm sheet and 13 indicates a maximum allowed iron loss of 1.3 W/kg at 1.0 T and 400 Hz.",5407,5412
19,1.5 T,FLUX_DENSITY,"The number 50 represents the hundredfold thickness, thus a 0.5 mm steel with a maximum allowed iron loss of 2.7 W/kg at 1.5 T and 50 Hz.",5028,5033
13,B8,FLUX_DENSITY,Trace Bi (0.0005–0.05%) in GOES can produce ultra high magnetic ﬂux density (B8,35696,35698
21,1.5 T,FLUX_DENSITY,"Hz, W/kg 0 64 Loss at 1.5 T 50 Hz, Wjkg 0.83 Specific apparent power at 1.3 T, VAjkg 0.69 Specific apparent power at 1.5 T, VAjkg 0.94 Coercive force, Ajm 6.4 Saturation induction, T 2.03 IEE PROCEEDINGS, Vol. 137, Pt.",50059,50064
2,BEV,APPLICATION,"Tesla’s 2022 share of global BEV and PHEV sales is about 13.6%, but its U.S. Department of Energy, Critical Materials Assessment 2023 217 share of the EV magnet market is likely 25%–30% given that its motors have more than twice the power of average vehicles modeled (Kane, 2022; Lambert, 2020).",705137,705140
2,HEV,APPLICATION,"Aluminum Lightweighting 156.9–373.0 kg/vehicle EV batteries BEV LDVsa: 39.5–69.5 kg/vehicle PHEV LDVs: 6.3–11.0 kg/vehicle BEV HDVs: 82.9–146 kg/vehicle PHEV HDVs: 13.1–23.0 kg/vehicle Stationary storage batteries Li-ion: 552.5–647.2 kg/MWh NiMH: 37.5–2500 kg/MWh NaS: 36.9–2458 kg/MWh Cobalt EV batteries BEV LDVs: 3.5–14.8 kg/vehicle PHEV LDVs: 0.6–2.3 kg/vehicle BEV HDVs: 7.3–30.9 kg/vehicle PHEV HDVs: 1.2–4.9 kg/vehicle Stationary storage batteries Li-ion: 49.0–137.5 kg/MWh NiMH: 212.5–762.5 kg/MWh Copper Vehicle (EV + ICE) ICE: 8.16E-03 to 2.18E-02 mton EV: HEV = 3.99E-02 mton PHEV = 5.99E-02 mton BEV = 8.30E-02 mton Hybrid electric bus = 8.89E-02 mton Battery electric bus = 3.69E-01 mton (CDA, 2017)",685235,685238
26,IPM,APPLICATION,"[10] Y. Gao, R. Long, Y. Pang, and M. Lindenmo, “Fatigue properties of an electrical steel and design of EV/HEV IPM motor rotors for durability and efﬁciency,” presented at the SAE, Tech.",19885,19888
2,electric vehicle,APPLICATION,Projection of fuel cell electric vehicle demand reflecting the feedback effects between market conditions and market share affected by spatial factors.,440829,440845
2,PHEV,APPLICATION,"4–17 g/vehicle BEV/PHEV/FCEV vans: 6–26 g/vehicle BEV/PHEV/FCEV buses: 9–35 g/vehicle BEV/PHEV/FCEV trucks: 13–52 g/vehicle Wind turbine magnets Direct Drive: 0.0–1.0 kg/MW Hybrid: 0.0–0.3 kg/MW Kumari et al., 2018 Imholte et al., 2018 Habib et al., 2014 Hill, 2010 Constantinides, 2011 Lacal-Arantegui, 2015 Adamas, 2023 Uranium Nuclear 159–187 mt U/GW (World Nuclear Association, 2022)",691141,691145
20,EV,APPLICATION,"Estenlund, S.; Alaküla, M.; Reinap, A. PM-less machine topologies for EV traction: A literature review.",45155,45157
22,IPM,APPLICATION,"In order to satisfy such demands, the interior permanent magnet (IPM) type motor is mainly used in Japan.",3787,3790
2,EV,APPLICATION,"Total sales of all vehicles for 2020, 2021, 2025, and 2030 were estimated based on EV sales and sales shares from IEA (IEA, 2022b).",260640,260642
2,electric power steering,APPLICATION,"They are low-power motors, also known as auxiliary motors, that perform various tasks in a vehicle, ranging from starter motors, electric power steering, oil and fuel U.S. Department of Energy, Critical Materials Assessment 2023 17 pumps, electric seat adjustment, mirror adjustment, window, and sunroof motors.",122635,122658
