doc_id,unit_id,text,topic,topic_name
2,2_chunk_5000,"ssessment 2023 ii Acknowledgments The U.S. Department of Energy (DOE) acknowledges all stakeholders that contributed input used in the development of this report – including but not limited to federal agencies, state and local governments, U.S. industry, national laboratories, researchers, academia, nongovernmental organizations, and other experts and individuals. DOE also issued a request for information (RFI) to the public on the Critical Materials Assessment and proposed determination. In res",1,1_materials_criticality_critical_assessment
2,2_chunk_5500,"ponse, DOE received comments that were used to inform the analysis in this report. Principal authors Diana J. Bauer1, Ruby T. Nguyen2, Braeton J. Smith3 Contributing authors Patrick Cuscaden3, Qiang Dai3, Lesley Edgemon3, Diane Graziano3, Tasmin Hossain2, Chukwunwike Iloeje3, Helena Khazdozian1, Tony Mathew3, Jeremy Mehta1, Julian Quaresima3, Matthew E. Riddle3, Caitlyn Sarna3, Michael H. Severson2, Adam P. Sibal2, Lionel Toba2, Bjorn C. Vaagensmith2, Bo Zhang2 1 Advanced Materials & Manufacturi",0,0_the_of_steel_magnetic
2,2_chunk_6000,"ng Technologies Office, U.S. Department of Energy 2 Idaho National Laboratory 3 Argonne National Laboratory U.S. Department of Energy, Critical Materials Assessment 2023 iii List of Acronyms and Abbreviations AC Alternating current ADCU Autonomous driving control unit AEC Alkaline electrolyzer AEMEC Anion exchange membrane electrolyzer AFC Alkaline fuel cells Ag AGR Silver Advanced gas-cooled reactor AHSS Advanced high-strength steel Al Aluminum AlGaAs Aluminum gallium arsenide AlGaInP Aluminum ",30,30_21_24_27_vehicle
2,2_chunk_6500,"gallium indium phosphide AlNiCo Aluminum nickel cobalt APS Announced Pledged Scenarios B Boron BAU Business-as-usual BEV Battery-powered electric vehicle BLDC Brushless direct current BWR Boiling water reactor CAGR Compound Annual Growth Rate CANDU Canadian heavy water reactor CCUS Carbon capture, utilization, and storage CdTe Cadmium telluride CIGS Copper indium gallium selenide CLED Carbon-dot light-emitting diode CM Critical materials CMA Critical Materials Assessment CMS Critical Materials S",30,30_21_24_27_vehicle
2,2_chunk_7000,"trategy Co Cobalt CO Carbon monoxide CO2 COVID-19 Carbon dioxide Coronavirus Disease 2019 U.S. Department of Energy, Critical Materials Assessment 2023 iv CTC Continuously transposed copper Cu Copper CZTS Copper zinc tin sulfide DC Direct current DFIG Doubly fed induction generator DOE U.S. Department of Energy DRC DRI Democratic Republic of the Congo Direct reduction of iron DSSC Dye sensitized solar cell Dy Dysprosium EESG Electrically excited synchronous generator EIA U.S. Energy Information ",-1,-1_demand_and_energy_from
2,2_chunk_7500,"Administration EO Executive Order EPA U.S. Environmental Protection Agency ES Electrical steel EU European Union EV Electric vehicle F Fluorine FBR Fast breeder reactor FCEV Fuel-cell electric vehicle Fe Iron Ga Gallium GaAs Gallium arsenide GaAsP Gallium arsenide phosphide GaInP Gallium indium phosphide GaN Gallium nitride GaP Gallium phosphide GCR Gas-cooled reactor GDP Gross domestic product Ge Germanium GE General Electric GOES Grain-oriented electrical steel U.S. Department of Energy, Criti",30,30_21_24_27_vehicle
2,2_chunk_8000,cal Materials Assessment 2023 v GW Gigawatt GWe HALEU Gigawatt-electric High-assay low-enriched uranium HDV HEV Heavy-duty vehicle Hybrid electric vehicle HHI HTGR Herfindahl-Hirschman Index High-temperature gas-cooled reactor HVAC High voltage alternating current HVDC High voltage direct current Hz Hertz IAEA International Atomic Energy Agency IC Integrated circuit ICE ICEV Internal combustion engine Internal combustion engine vehicle ICFB Iron-chromium flow battery ICFV Iron-chromium flow batt,30,30_21_24_27_vehicle
2,2_chunk_8500,"ery IEA International Energy Agency IGBT Insulated-gate bipolar transistor IGCT Integrated gate-commutated thyristor In Indium InGaN Indium gallium nitride IPM Internal permanent magnet motor Ir Iridium IRENA kt International Renewable Energy Agency Kilo metric tons La Lanthanum LCC Line-commutated converter LCOS LDV LED Levelized cost of storage Light-duty vehicle Light-emitting diode LFP Lithium iron phosphate Li Lithium U.S. Department of Energy, Critical Materials Assessment 2023 vi Li-ion, ",-1,-1_demand_and_energy_from
2,2_chunk_9000,LIB Lithium-ion battery Li-Fi Light Fidelity LMFP LMO Lithium manganese iron phosphate Lithium-ion manganese oxide LMP LNMO LPT Lithium-metal polymer Lithium nickel manganese oxide Large power transformer LREE Light rare earth element LVDT Low-voltage dry-type LWGR Light water graphite-moderated reactor LWR Light water reactor MCFC Molten carbonate fuel cell MMC Modular multilevel converter Mg Magnesium Mn Manganese MREO Mixed rare earth oxides MOCVD Metal organic chemical vapor deposition MOSFE,3,3_batteries_graphite_storage_stationary
2,2_chunk_9500,"T Metal-oxide-semiconductor field-effect transistor MOX Mixed oxide fuel MPPT Maximum power point trackers MSR Molten salt reactor Mt Million metric tons mt Metric ton MVA Megavolt amperes MVDT Medium-voltage dry-type Na Sodium NaS NAS Sodium sulfur National Academy of Sciences NCA Nickel cobalt aluminum Nd Neodymium NdFeB Neodymium iron boron (magnet) NFC Nuclear Fade Case U.S. Department of Energy, Critical Materials Assessment 2023 vii Ni Nickel NiMH NMC Nickel metal hydride Nickel manganese ",-1,-1_demand_and_energy_from
2,2_chunk_10000,cobalt NOES Non-grain-oriented electrical steel NRC NZE U.S. Nuclear Regulatory Council Net-Zero Emissions OBC Onboard charger OEM Original equipment manufacturer OLED Organic light-emitting diode P Phosphorous PAFC Phosphoric acid fuel cell Pd Palladium PEM PEMFC Polymer electrolyte membrane Polymer electrolyte membrane fuel cell PEMEC Proton exchange membrane electrolyzer PFAS Polyfluoroalkyl substance PFSA Perfluorosulfonic acid PGM Platinum group metal PHEV Plug-in hybrid electric vehicle PH,-1,-1_demand_and_energy_from
2,2_chunk_10500,"WR Pressurized heavy water reactor PM Particulate matter PMSG Permanent-magnet synchronous generator PMSM Permanent-magnet synchronous motor PWR Pressurized water reactor Pr Praseodymium PRS Political, Regulatory and Social factors Pt Platinum PV Photovoltaic QLED Quantum-dot light emitting diode RD&D Research, development and deployment RE REMADE Rare earth Reducing embodied energy and decreasing emissions U.S. Department of Energy, Critical Materials Assessment 2023 viii REMIX Regenerated mixt",-1,-1_demand_and_energy_from
2,2_chunk_11000,ure fuel REPM Rare earth permanent magnet Rh Rhodium S Sulfur SDS Sustainable Development Scenario SF6 Sulfur hexafluoride Si Silicon SiC Silicon carbide SMR Steam methane reforming SMR Small modular reactor SOEC Solid oxide electrolyzer cell SOFC Solid oxide fuel cell Sr Strontium SRM Switched reluctance motor SSL Solid-state lighting STEPS Stated Policies Scenario SWU Tb Separative work unit Terbium Te Tellurium Ti Titanium TRISO TRi-structural ISOtropic particle fuel TWh U Terawatt-hour Urani,-1,-1_demand_and_energy_from
2,2_chunk_11500,"um UF6 UHSS Uranium hexafluoride Ultra high-strength steel UO2 UO3 UPS Uranium dioxide Uranium trioxide Uninterrupted power supply U.S. United States of America USGS U.S. Geological Survey V Vanadium VOC Volatile organic compound U.S. Department of Energy, Critical Materials Assessment 2023 ix VRFB Vanadium redox flow battery VSC Voltage source converter WGI Y World Governance Indicator Yttrium ZBFB Zinc-bromine flow battery Zn Zinc Zircaloy Zirconium alloy Zr Zirconium U.S. Department of Energy",-1,-1_demand_and_energy_from
2,2_chunk_12000,", Critical Materials Assessment 2023 x Executive Summary The global effort to curb carbon emissions is accelerating demand for clean energy technologies and the materials they rely on. Demand for these materials will only continue to grow, especially as some nations aim to achieve net-zero emissions by 2050. While some major materials like steel, copper, and aluminum are already powering the fossil fuel economy, others are more minor materials with potential supply risks. These risks could jeopa",1,1_materials_criticality_critical_assessment
2,2_chunk_12500,"rdize the ability to reduce greenhouse gas emissions within the desirable timeframe to avoid significant climate change. In some cases, it may be necessary to take action to improve the resilience of these material supply chains and mitigate supply risks. Understanding the importance of individual materials to clean energy and the supply risks associated with them is necessary to identifying which materials may serve as potential roadblocks to a clean energy future. The U.S. Department of Energy",1,1_materials_criticality_critical_assessment
2,2_chunk_13000," (DOE) issued a series of 13 “supply chain deep dive” assessment reports related to the supply chains supporting various energy technologies in 2022 in response to President Biden’s Executive Order on America’s Supply Chains (E.O. 14017). These reports emphasized that supply chain bottlenecks can occur at any stage of the value chain — from mining and refining to component and even subsystem manufacturing. The bottlenecks result from a combination of factors such as material availability, equipm",1,1_materials_criticality_critical_assessment
2,2_chunk_13500,"ent availability, workforce availability and quality, logistics, regulatory frameworks, and market conditions. These bottlenecks were worsened during the global Covid-19 pandemic. Its lingering impacts have hindered capacity expansion for material supply chains and prevented product lead-time recovery. One approach to reduce supply chain risks for the United States is to have a strong domestic manufacturing sector with a diverse set of producers. Boosting responsible domestic production would re",1,1_materials_criticality_critical_assessment
2,2_chunk_14000,"quire leveraging the latest science not only in material extraction but also in developing substitutes and fostering recycling, reuse, and remanufacturing. This report is an updated analysis of previous Critical Materials Strategy (CMS) reports published by the DOE in 2010, 2011, and 2019 based on national and global priorities, technology advancement, and technology adoption trends. Like the CMS reports, this analysis presents the results of a formal material criticality assessment to identify ",1,1_materials_criticality_critical_assessment
2,2_chunk_14500,"which materials are critical to the continued worldwide deployment of clean energy technologies. The analysis in this report leveraged the DOE supply chain deep-dive assessments to develop the initial list of materials to evaluate. This report includes engineered materials that were identified as bottlenecks for clean energy deployment in DOE’s deep-dive assessments, namely silicon carbide (SiC) and electrical steel. The use of SiC in power electronics has become more significant, particularly f",1,1_materials_criticality_critical_assessment
2,2_chunk_15000,"or electric vehicle (EV) inverters. While expansion of SiC wafer manufacturing capacity seems able to keep up with demand, low yield and high cost are key constraints on growth. In addition to engineered materials, this assessment considers a larger set of materials and technologies than previous CMS reports and introduces a formal screening methodology to determine which materials to include in the criticality assessment. This DOE Critical Materials Assessment (CMA) has been conducted independe",-1,-1_demand_and_energy_from
2,2_chunk_15500,"ntly of criticality assessments performed by other U.S. government agencies, such as that conducted by the U.S. Geological Survey. This analysis complements the USGS critical minerals determination in three aspects. First, the DOE assessment is performed from a global perspective, whereas the USGS analysis focuses on the importance of minerals to the U.S. economy. Second, this report focuses on the importance of materials to clean energy technologies, rather than to the economy in general. Last,",1,1_materials_criticality_critical_assessment
2,2_chunk_16000," this study is forward looking to 2035 based on clean energy deployment scenarios, whereas the USGS assessment is retrospective. Materials evaluated in this report that do not appear U.S. Department of Energy, Critical Materials Assessment 2023 xi in the USGS’s U.S. Critical Minerals List include copper, uranium, electrical steel, and SiC. A draft version of this report received ~80 public comments related to supporting data and methodological improvement. Those comments have been incorporated a",-1,-1_demand_and_energy_from
2,2_chunk_16500,"s much as possible where appropriate. Highlights of findings from this 2023 CMA include the following: • Rare earth materials (neodymium [Nd], praseodymium [Pr], dysprosium [Dy], and terbium [Tb]) used in magnets in EV motors and wind turbine generators continue to be critical. While Dy and Tb are both heavy rare earth elements that serve the same function in magnets, the criticality of Tb is slightly lower than that for Dy in the short term due to the widespread use of Dy in high-grade magnets ",12,12_magnets_ndfeb_motors_term
2,2_chunk_17000,"and Tb’s present role as a substitute. Similarly, Pr is critical in the medium term but only near critical in the short term because it is more substitutable in magnets than Nd. • Materials used in batteries for EVs and stationary storage are now considered to be critical. While cobalt (Co) was found to be critical in this and previous reports, lithium (Li) becomes critical in the medium term due to its broader use in various battery chemistries and the rampant growth of the EV industry. Natural",3,3_batteries_graphite_storage_stationary
2,2_chunk_17500," graphite is a new addition in this assessment and is also found to be critical. • Platinum group metals used in hydrogen electrolyzers, such as platinum (Pr) and iridium (Ir), are critical due to an increased focus on hydrogen technologies to achieve net-zero carbon emissions, whereas those used in catalytic converters, such as rhodium (Rh) and palladium (Pd), were screened out due to the decreased importance of catalytic converters in the medium term. • Gallium (Ga) continues to be critical du",6,6_hydrogen_iridium_electrolyzers_and
2,2_chunk_18000,"e to its use in light-emitting diodes (LEDs). In addition, the use of Ga has increased in magnet manufacturing and in semiconductors in forms such as gallium arsenide (GaAs) or gallium nitride (GaN). • Major materials like aluminum (Al), copper (Cu), nickel (Ni), and silicon (Si) move from noncritical in the short term to near critical in the medium term due to their importance in electrification. • Electrical steel is near critical due to its use in transformers for the grid and electric motors",10,10_lighting_led_gallium_leds
2,2_chunk_18500," in EVs. Market Evolution since the 2019 Critical Materials Strategy Report The 2019 CMS report found seven materials to be critical in the medium term (2020–2030), including neodymium, dysprosium, rhodium, gallium, lithium, cobalt, and magnesium (Mg). These materials are used in magnets, batteries, vehicles, and lighting phosphors. Although palladium was found to be near critical in 2019, it is not included in the current assessment. Since 2019, significant market developments have shifted the ",1,1_materials_criticality_critical_assessment
2,2_chunk_19000,"picture for material criticality. Following are highlights: The world has witnessed a global surge in adoption of EVs, resulting in increased demand for vital components like lithium-ion batteries, rare earth magnets, electrical steel, and power electronics. Global EV sales increased from 716,000 vehicles in 2015 to 10.6 million vehicles in 2022. China has been at the forefront of this growth, accounting for 60% of the new EV registrations worldwide in 2022, encompassing various vehicle types su",7,7_vehicles_electric_bevs_emissions
2,2_chunk_19500,"ch as cars, trucks, vans, and buses. The swift growth in EV sales has resulted in increased demand for vital components such as lithium-ion batteries, rare earth magnets, electrical steel in both motors and charging infrastructure, and power electronics. Manufacturers are under significant pressure to ensure availability of these components. Doubling of offshore wind capacity leads to compounded demand for rare earth magnets. Although offshore wind accounted for less than 7% of global wind capac",-1,-1_demand_and_energy_from
2,2_chunk_20000,"ity in 2022, its growth from 27 gigawatts (GW) in 2019 to 56 GW in 2021 drove the technology’s demand share for rare earth magnets. Annual installations grew from 6.2 GW in 2019 to 21.1 GW in 2021. New installations will continue to grow fivefold to sevenfold between U.S. Department of Energy, Critical Materials Assessment 2023 xii 2021 and 2035 depending on low and high deployment scenarios according to International Energy Agency’s projection. This growth is due to the deployment of direct-dri",-1,-1_demand_and_energy_from
2,2_chunk_20500,"ve turbines that use rare earth magnets to reduce weight and maintenance needs for wind turbines in offshore settings. Grid stationary storage is growing quickly but needs to increase significantly to reach net-zero emissions (NZE) goals. Deployment is bottlenecked by lithium, nickel, and graphite supplies. From 2019 to 2021, the global installed capacity of grid-scale battery storage grew from 6 GW to 16 GW. A significant expansion in stationary storage, reaching up to 680 GW by 2030, necessita",3,3_batteries_graphite_storage_stationary
2,2_chunk_21000,"tes an average annual addition of about 80 GW. Currently, lithium-ion batteries, especially lithium-iron-phosphate (LFP), dominate the stationary storage market, but flow batteries show potential for competitiveness as the technology matures, potentially reaching 50% of demand capacity by 2030. As redox flow batteries and alternative technologies gain traction, this dependence is expected to become less of an issue for stationary storage. Global hydrogen demand is expected to increase, leading t",3,3_batteries_graphite_storage_stationary
2,2_chunk_21500,"o a concurrent rise in demand for iridium and platinum in electrolyzers. Historically, hydrogen use has been concentrated in the chemical, refining, and steel industries. In 2021, global hydrogen consumption was 94 million tonnes (Mt). Hydrogen demand is expected to grow in three main areas: (1) decarbonization of long-distance heavy- and medium-duty trucks, air, and marine transport; (2) applications requiring stationary storage; and (3) applications requiring high-temperature heat generation a",6,6_hydrogen_iridium_electrolyzers_and
2,2_chunk_22000,"nd chemical production, specifically to produce low-carbon ammonia, methanol, and various other chemicals. Silicon-based power electronics currently dominate the power electronics market but silicon carbide (SiC) and gallium nitride (GaN) are expected to grow significantly. Silicon-based power electronics currently dominate the market, accounting for 96% of the market share by value in 2022 due to their lower production costs and mature technologies. However, the market share of silicon power el",-1,-1_demand_and_energy_from
2,2_chunk_22500,"ectronics is expected to decline, reaching 80% by 2028. SiC is projected to reach a 17% market share by 2028, driven primarily by its use in EVs for inverters and charging infrastructure. GaN, while growing in use for consumer electronics and communications, is limited to niche applications due to its higher cost. The demand for electrical steel has increased due to the need for electric grid expansion and modernization as well as use in EV motors and charging infrastructure. The global power gr",23,23_sic_power_gan_market
2,2_chunk_23000,"id market was valued at $271.43B in 2022. This market will grow to reach $414.91B by 2032. There are two key driving factors for the electric grid market. First, renewable energy growth has led to an increase in smaller-scale power plants and distributed grids closer to end users. Renewable energy integration also requires grid expansion and modernization with added sensors, automation systems, and analytical tools to manage energy in real time. Second, demand from manufacturing, health care, an",31,31_market_grid_global_research
2,2_chunk_23500,"d data centers is increasing as a result of urbanization and industrialization. Electrical steel used in EVs requires a higher grade than that used in industrial motors and other automotive motors. Concerns arise related to slow and expensive capacity expansion for EV-grade electrical steel on a global basis. Light-emitting diodes (LEDs) now dominate more than 50% of the global lighting market share. Traditional lighting sources such as fluorescent, incandescent, and high-intensity discharge lam",10,10_lighting_led_gallium_leds
2,2_chunk_24000,"ps are being replaced by LEDs due to their superior performance in terms of energy efficiency, lifespan, versatility, and color quality, as well as reductions in their production costs. Globally, LEDs accounted for more than 50% of the lighting market share in 2020 and 2021. In addition to general lighting, Also gaining in popularity are LED grow lights for indoor farming and advanced lighting systems in automobiles to improve safety and riding experience. U.S. Department of Energy, Critical Mat",10,10_lighting_led_gallium_leds
2,2_chunk_24500,"erials Assessment 2023 xiii Emerging technology such as Light Fidelity (Li-Fi) that transmits data through LEDs is also driving the LED market due to its better speed, security, and efficiency compared to Wi-Fi. Crystalline silicon remains the dominant technology in the photovoltaic market due to its well-established status and lower production costs. Solar photovoltaics (PVs) currently contribute 3.6% of global electricity generation and 4.5% of U.S. generation. To achieve net-zero carbon emiss",4,4_solar_pv_cdte_thinfilm
2,2_chunk_25000,"ion goals, the share of solar energy supply needs to reach 23% globally and approximately 45% in the United States by 2050. Si-based PV accounted for ~88% of global market share by value in 2021, followed by thin-film PV (9% market share), and others (3% market share). Cadmium-telluride (CdTe) thin-film solar PV is currently accounting for a significant portion of new utility-scale solar projects in the United States but remains around 5% globally, while global production of copper-indium-galliu",4,4_solar_pv_cdte_thinfilm
2,2_chunk_25500,"m-selenide (CIGS) has halted. 2023 Criticality Assessment This assessment uses updated analyses based on national and global priorities, technology advancement, and technology adoption trends. It considers 38 materials used by eight major technologies, of which 23 materials are evaluated for criticality after a screening process. There are three main differences in this report compared to previous versions. First, the definition of materials has been extended from only raw minerals to include a ",1,1_materials_criticality_critical_assessment
2,2_chunk_26000,"number of engineered materials such as electrical steel and silicon carbide. Second, this assessment introduces a screening process to provide a more selective set of materials and technologies to be assessed for criticality. Last, it introduces a formal scoring rubric with defined thresholds and logic to ensure consistency when scoring each material across several factors. This report serves as a complementary analysis to other criticality assessments conducted by the U.S. government, such as t",1,1_materials_criticality_critical_assessment
2,2_chunk_26500,"hose conducted by the U.S. Department of the Interior (specifically, USGS). While these assessments differ in scope, approach, and purpose from DOE’s critical material assessments, they provide valuable insights into ensuring secure and reliable supplies of critical minerals. This 2023 report focuses specifically on the potential growth in global demand for these materials in energy technologies, with a narrower focus on key materials that are integral to clean energy technologies with high grow",1,1_materials_criticality_critical_assessment
2,2_chunk_27000,"th potential. The collaborative nature of these assessments across the U.S. government has played a significant role in shaping the scope and data provided in this report. Similar to the previous CMS reports, this report evaluates the criticality of materials based on their importance to the energy sector and supply risk. The analysis identifies seven materials, namely dysprosium, neodymium, gallium, graphite, cobalt, terbium, and iridium, as critical in the short term (2020–2025; see Figure ES.",1,1_materials_criticality_critical_assessment
2,2_chunk_27500,"1). These materials are used in various applications such as magnets, batteries, LEDs, hydrogen electrolyzers, fuel cells, and power electronics. Additionally, lithium, uranium, electrical steel, nickel, magnesium, SiC, fluorine, praseodymium, and platinum are classified as near critical in the short term. Over the medium term (2025– 2035; see Figure ES.2), the importance and supply risk scores for certain materials shift. Specifically, nickel, platinum, magnesium, SiC, and praseodymium become c",1,1_materials_criticality_critical_assessment
2,2_chunk_28000,"ritical, primarily due to their roles in batteries and vehicle lightweighting. Aluminum, copper, and silicon become near critical in the medium term due to increased demand in solar energy technologies, global electrification, and vehicle lightweighting. U.S. Department of Energy, Critical Materials Assessment 2023 xiv Figure ES.1. Short-term (2020–2025) criticality matrix Figure ES.2. Medium-term (2025–2035) criticality matrix U.S. Department of Energy, Critical Materials Assessment 2023 xv Imp",1,1_materials_criticality_critical_assessment
2,2_chunk_28500,"lications and Next Steps This 2023 CMA serves as the fourth update to DOE’s long-standing CMS reports, the first of which was released in 2010. It aims to serve as a guide to the department in prioritizing research, development, and deployment (RD&D) strategies by providing an analysis of the materials most critical to securing a decarbonized clean energy future. This version incorporates a number of notable changes from the previous CMS reports. Leveraging findings from DOE’s 2022 supply chain ",1,1_materials_criticality_critical_assessment
2,2_chunk_29000,"deep-dive reports, this assessment evaluates a much longer initial list of materials, including a number of engineered materials in addition to natural materials. It also introduces a screening methodology to develop a list of key materials to be evaluated for criticality and a formal scoring rubric for the criticality assessment with defined thresholds and logic. In total, the assessment evaluates an initial list of 38 materials essential to clean energy technologies, 23 of which are evaluated ",1,1_materials_criticality_critical_assessment
2,2_chunk_29500,"for their criticality after passing the initial screening. Of those, seven are found to be critical for clean energy in the short term, while 13 are found to be critical in the medium term. As the energy sector continues to decarbonize, the list of potential materials essential to clean energy technologies will only increase. Due to the dynamic nature of material criticality, DOE plans to update the assessment in approximately three years. The update will reflect market conditions, technology ad",1,1_materials_criticality_critical_assessment
2,2_chunk_30000,"vancement, technology adoption trends, production capacity, and the global policy landscape. The update will also help evaluate the effectiveness of DOE’s existing RD&D strategy and potential focus areas for future strategy. Inputs from the public and other similar reports will continue to be leveraged for report quality improvement. It is important to note that while some materials might not be deemed critical in this assessment, certain value chain steps might have bottlenecks that were not ex",1,1_materials_criticality_critical_assessment
2,2_chunk_30500,"amined closely in this report. This limitation is because the scope of this assessment is meant to be broad rather than deep when evaluating criticality among diverse materials using a common framework. DOE will continue to perform deep-dive supply chain studies to provide insights on vulnerabilities across specific supply chains and will use these to inform future assessments. By taking a global perspective and forward-looking approach, this study outlines four possible trajectories for materia",1,1_materials_criticality_critical_assessment
2,2_chunk_31000,"l demand based on high and low deployment scenarios and material intensities. The criticality of most materials in this analysis is due to high deployment trajectories and high material intensities. As clean energy continues to be deployed globally, future RD&D efforts will focus on reducing material intensity, increasing manufacturing efficiency, improving recycling rates and efficiency, finding better substitutes, and enhancing primary production efficiency. DOE’s strategic framework will cont",1,1_materials_criticality_critical_assessment
2,2_chunk_31500,"inue to focus on five pillars: (1) diversify and expand supply from primary sources; (2) develop alternative materials and systems; (3) enhance material and manufacturing efficiency; (4) promote a circular economy through recycling, reuse, and remanufacturing; and (5) use analyses to enable and speed up science discoveries. For each of the critical materials (CMs) identified in this report, DOE will develop an integrated strategy to address material-specific risks. Ultimately, addressing materia",1,1_materials_criticality_critical_assessment
2,2_chunk_32000,"l criticality in the present will help ensure that a clean energy future is possible for decades to come. U.S. Department of Energy, Critical Materials Assessment 2023 xvi Table of Contents List of Acronyms and Abbreviations ........................................................................................................... iii Executive Summary ...................................................................................................................................... x 1 Introd",9,9_table_24_32_technologies
2,2_chunk_32500,uction ............................................................................................................................................ 1 1.1 Scope and Assessment Process ....................................................................................................... 3 1.2 Market Developments since the 2019 Report ................................................................................. 5 1.2.1 Electric Vehicles .........................................................,9,9_table_24_32_technologies
2,2_chunk_33000,........................................................ 5 1.2.2 Electric Vehicle Batteries ................................................................................................... 5 1.2.3 Vehicle Lightweighting Alloys ........................................................................................... 5 1.2.4 Rare Earth Magnets in Electric Vehicles and Wind Turbines ............................................ 6 1.2.5 Fuel Cells in Vehicles ....................................,9,9_table_24_32_technologies
2,2_chunk_33500,..................................................................... 6 1.2.6 Stationary Storage ............................................................................................................... 7 1.2.7 Hydrogen ............................................................................................................................ 7 1.2.8 LED Lighting ...................................................................................................................... 8 1.2.9 S,9,9_table_24_32_technologies
2,2_chunk_34000,olar Energy ....................................................................................................................... 8 1.2.10 Electrical Steel .................................................................................................................... 9 1.2.11 Power Electronics ............................................................................................................... 9 2 Energy Technology Applications of Considered Materials ...........................,9,9_table_24_32_technologies
